WS abs. [m/s],WS dir. [deg]
10.499855595107002,-1.060432113184158
10.182271674753428,-1.2074413449798531
10.041409596788073,-1.1576933479870521
10.017868724267352,-1.1537512616592915
9.98385270977873,-1.1691752060592435
9.861026365572771,-1.1499129450967391
9.518579276694572,-1.096534687481362
9.501463064491652,-1.1394177318163907
9.661062624173253,-1.1009050107311589
9.603608386408952,-1.0061301506206708
9.602902350534453,-1.0138954783840866
9.75777846771242,-1.1766639395754062
9.76368742255046,-1.087292723271158
9.73856498567163,-1.0738518880349088
9.755973536148494,-1.100683926760278
9.79837411869479,-0.990837807984025
9.671719806406498,-0.8747163355529939
9.582979558353616,-0.919122166472267
9.955332942344246,-0.9841099205363557
10.002232753089423,-0.7953972893223183
9.655474175158917,-0.9047840269481415
9.623861086788228,-0.9861995204728808
9.807746899494264,-0.8072610137269983
10.039402797802762,-0.705550944462372
9.70913864927436,-0.7257301406968943
9.614621859322448,-0.8250341696110162
9.752142408244604,-0.8126910103552304
10.049896957094116,-0.7439878980388892
9.827482601483062,-0.7444860191003844
9.629779507517647,-0.8533486607859756
9.92764398568519,-0.9307578899243707
10.342770734536783,-0.9195945701400596
10.3855532566074,-0.8066556277731877
10.350640552854012,-0.8542840674035511
10.31351230762028,-0.9487938769150265
10.322245527666556,-0.8227758244706285
10.408119849280094,-0.7272098239191911
10.43857566050236,-0.7054914649561497
10.393630364490578,-0.6216153090658185
10.397617207761044,-0.6625110298546808
10.420454174922382,-0.6395200959621571
10.408671681028116,-0.5918479405278113
10.375696854139337,-0.47378607217819196
10.371647997050248,-0.42847692312655683
10.37809900541673,-0.41985036971384737
10.376594865349007,-0.49259249487397205
10.351430148055046,-0.41587484033498134
10.34201398587499,-0.3517764830369469
10.35792576186303,-0.291679135039631
10.353947199261574,-0.26971490307476564
10.330145985326805,-0.3459116887539445
10.294739033500298,-0.33132307553677626
10.32061235156844,-0.3283838069929182
10.318200552009147,-0.2874923118094499
10.306962463637324,-0.4323972060185058
10.31857789104593,-0.4004750266689003
10.340915476521495,-0.38670523011356794
10.332345342906063,-0.3498067029268458
10.3110235688895,-0.2403518437595059
10.328835857917381,-0.3501136930045523
10.313468379239671,-0.4021203157189557
10.487249571914612,-0.5108363838730772
10.725962412746187,-0.48663758329678203
10.782087863309426,-0.5113623561976105
10.761668113602232,-0.4861857246329162
10.80314719685839,-0.4870427504702764
10.854149946097124,-0.45834648722434584
10.894715989853013,-0.4405573476169662
10.906483157021862,-0.38576180162953194
10.892127218779702,-0.338408785271041
10.902269670946401,-0.2407075544110439
10.898618435110459,-0.21667374261034647
10.9270542880253,-0.22186557112843278
10.826633372464089,-0.17088018723151602
10.775117448568725,-0.18677824636719847
10.919335985870234,-0.18710774904309274
11.025133450840269,-0.1235332088059753
10.709702491635557,-0.04611157104242826
10.604160550956884,-0.2182719334389027
10.960353767477358,-0.23859746387848782
11.039067969748867,-0.14139486149729846
10.854104318125982,-0.11413727424161521
10.568528963274076,-0.12922712835870395
10.772253144547678,-0.0824734892060497
10.982516021503969,-0.06941636881832637
10.871287942944027,0.018490235039935275
10.763405590857701,0.035109928901733804
10.765268068647023,0.03556145635606113
10.822927778519897,0.07292131301319649
10.843100437432495,0.009906332052893355
10.94674850983067,-0.0809365045624835
11.015957506255413,-0.1695740662602167
11.33044727327372,-0.20826247793621785
11.487182331530882,-0.2017376678631252
11.281153215822275,-0.17960792154062655
11.276667884268422,-0.16161538346274482
11.363472788661623,-0.02385049325513072
11.426491069964207,0.0165984426801981
11.412661153339645,-0.0014214055756777075
11.393074243122413,-0.09607846336650332
11.399609074542719,-0.1114334414246
11.411497706581706,0.014423432071311023
11.348478953691636,0.04947352984046737
11.325152952007494,0.08870103681217133
11.330407809057096,0.078373373357675
11.329160789799941,0.029710348275419286
11.316908675047596,0.0892444302569223
11.384971509120444,0.06806220636847196
11.368763375236572,0.04761801438576184
11.303610306945677,0.0856692080625899
11.27166323745627,0.09506219520516512
11.293566691315645,0.17041126480245483
11.304764750627603,0.23504344805338198
11.31039223488807,0.2132695804875079
11.295815786475405,0.17495604450393823
11.26081994236043,0.1548266990664966
11.2926963591461,0.10311467280359843
11.319925913389453,0.16112383591589582
11.328740199927426,0.19420518655576274
11.42901874616714,0.1536877727095619
11.608644512605592,0.09087271841745692
11.696309622410844,0.09959144919008264
11.62038208813595,0.07052506276178418
11.522497052110033,0.07219584573135988
11.608604676622322,0.04752020117752935
11.687150204396438,0.1457094331354156
11.682597495227709,0.11799163341826266
11.655372063505535,0.11707971700045423
11.635298766373081,0.163837206566462
11.649761153739682,0.14641585612812663
11.658274127184445,0.20383718235524168
11.670380260557364,0.2243582615745175
11.645283022925957,0.2953329487690201
11.641719754859142,0.2166637297463182
11.65257291940037,0.29352471281286496
11.64517479516481,0.34034767174906305
11.642946749731617,0.30982485114457164
11.636888316849927,0.23310563993018016
11.643338682578376,0.29295969794215276
11.66645282511278,0.227769821632199
11.663839880307163,0.200023896409423
11.61763514647737,0.2598128916239392
11.627855731987218,0.24487010392215083
11.672696220557361,0.23293188457618377
11.649164301045118,0.3077086344185596
11.636662115424796,0.3733197507296035
11.62522467873806,0.310754010709889
11.82547717396879,0.21609081301945263
12.12679955578657,0.20367230697236421
12.107986132957425,0.2852282974017596
11.870330662421658,0.27887666276711237
11.908277934728197,0.21657044926086005
12.041096480049855,0.3171363126595707
12.09147482172885,0.3226999304562603
12.057908571251458,0.2926266726845793
12.030251481653227,0.22057604262790478
12.079853652975197,0.27605826020198193
12.08939962080444,0.30124181710563147
12.108089905538026,0.31496314737279896
12.069813240857105,0.4305417988458249
12.042826570555233,0.3940869954370818
12.02650790821517,0.3491481328994626
12.03378813160127,0.35549300468047734
12.054195976911002,0.30968226417073524
12.018835744593986,0.26637033604556404
11.999481404030874,0.22603549925571784
12.019097231684045,0.2627961499899684
12.047168963598981,0.3223474372588951
12.035020870277995,0.3896122566078545
12.027993442583389,0.28390882262056744
12.010658180444036,0.3964882809020898
12.013953679573019,0.3395597033957194
12.027204986537923,0.2953513525691624
12.042509352721991,0.3653303133267138
12.030947946776468,0.3930133462242612
12.026735527536795,0.3391516298977086
12.187287781160691,0.2462395510983209
12.298737139533596,0.3381193316484884
12.39983752963534,0.20886875292258084
12.31172566380909,0.1927123650349538
12.28438772240709,0.2131915191619678
12.350534250990433,0.2902820079658413
12.414073214686624,0.3293907488806067
12.399663911673375,0.4037401356026377
12.367703902742589,0.29132021666903185
12.359507640362247,0.21975827852479904
12.355820899674098,0.280894973623836
12.356436914596518,0.3444637611711018
12.32779836885359,0.3736390897072133
12.322223474080472,0.399769690556168
12.31086475460593,0.37984542158114926
12.32976344494944,0.34622841405234833
12.352301174934372,0.35406720478950887
12.350974391357424,0.40336543237458505
12.360550956162704,0.4064859225908858
12.364381829362284,0.39670929259159604
12.360176543726816,0.2681059124708476
12.354262262695624,0.2484617900578142
12.344184989826601,0.3249448918319861
12.350013002986223,0.28394247943975565
12.357368317275835,0.2466270183010735
12.348361603591025,0.30293979195234877
12.362289952200806,0.24136630313742868
12.372353340560647,0.3204516872253621
12.508920569766847,0.32234726752762766
12.762504471376436,0.2400793719331953
12.797213800670052,0.2705214939703497
12.548126138237865,0.2679976042922482
12.5648465409502,0.28305594464438366
12.688608039012509,0.33737358777958276
12.742001244653753,0.3744427124261213
12.740537104559815,0.2814594191977734
12.714760751016488,0.2432333650723287
12.70819511678052,0.2550772763626257
12.710248652025856,0.17391133010635368
12.727784262112522,0.27855317981703376
12.729522591206706,0.2679682044382262
12.753348024778738,0.2808588429101682
12.724725587811106,0.2787134603658423
12.721815438748678,0.23700566443010546
12.726386227176148,0.21321463695830764
12.70024007248413,0.325269189987565
12.67200852548517,0.3685639017893548
12.668262847725055,0.2361630807974775
12.634992931336585,0.23930867380624468
12.634311151904779,0.2826173444159925
12.646554497846191,0.3052879673031312
12.639867456753713,0.21385047758656966
12.639538871478102,0.26534721430136043
12.63840070164443,0.24447713623126402
12.64302981029628,0.22311517910310016
12.823735430121799,0.18599508785997867
12.98586930799825,0.14553456236383333
12.97239264075585,0.08136434957923408
12.929946189032785,0.1098727508935469
12.951686029582646,0.15065882031294595
13.029603697605001,0.2328924338920545
13.032746718527335,0.19978213401108078
13.012754938685479,0.20729074431707425
12.992076918896672,0.24773843288586458
12.985269528488145,0.2147024419628005
12.999077159778649,0.18309734412707193
13.01942225688034,0.17558429955028979
13.008553518732619,0.159046944196267
12.961730920097686,0.17779155562134608
12.97094417009636,0.1412289826467696
12.961628721013795,0.1364509851720615
12.984148304812106,0.2952185669754257
13.01409537018922,0.20635669113047747
13.015086745424073,0.17063099415565375
13.006284770159425,0.1282570295006201
13.019654920595972,0.05554988249151294
13.043102109185924,0.08454315044459579
13.025065774874335,0.09145098169882634
13.035027515400717,0.07981859879156565
13.059371427327015,0.04732756546129551
12.952684120719768,0.1599513227977377
12.909422510572725,0.20726904499192983
13.094773106952955,0.04486536230318896
13.116466009203814,0.13083111278867252
12.79049590914902,0.09584522986446758
13.052964542337707,0.09618701684930506
13.251812676746825,0.079677717883483
13.269649848076225,0.13955696277464427
13.204021257223172,0.08676368593499588
13.212547039917284,-0.03628002627463753
13.272473064690455,0.04444417508167927
13.298255152099433,0.0876891888277066
13.291991649481592,0.1448138365952465
13.270469239104536,0.11709849199625097
13.245114167519022,0.1133074361948155
13.273365505840037,0.13160541638312173
13.287783463985837,0.03252302711041042
13.26510518317456,0.10210134730456184
13.25505587894145,0.15719260099238686
13.276056465892903,0.14061474596324977
13.277948181083591,0.09717913986800814
13.241361971941496,0.072617115354107
13.25634726131098,0.11744172458552096
13.293228766479215,0.14426194225215294
13.282762674446333,0.15298184635898693
13.395334061795769,0.044469769474468325
13.618977094631301,-0.030212813457267628
13.544814331074011,0.036444645037052005
13.388259758901402,-0.031135062059683315
13.476863271252816,-0.08185231023216913
13.56941080316338,-0.03915952638066116
13.532444039518555,0.06401940969122424
